239,0.238,0.052447174
240,0.239,0.051801857
241,0.24,0.051253604
242,0.241,0.050803521
243,0.242,0.050452512
244,0.243,0.050201285
245,0.244,0.050050347
246,0.245,0.05
247,0.246,0.050050347
248,0.247,0.050201285
249,0.248,0.050452512
250,0.249,0.050803521
251,0.25,0.051253604
252,0.251,0.051801857
253,0.252,0.052447174
254,0.253,0.053188256
255,0.254,0.054023611
256,0.255,0.054951557
257,0.256,0.055970223
258,0.257,0.05707756
259,0.258,0.058271337
260,0.259,0.05954915
261,0.26,0.060908426
262,0.261,0.062346427
263,0.262,0.063860257
264,0.263,0.065446868
265,0.264,0.067103064
266,0.265,0.06882551
267,0.266,0.070610737
268,0.267,0.072455151
269,0.268,0.074355036
270,0.269,0.076306567
271,0.27,0.078305813
272,0.271,0.080348748
273,0.272,0.082431259
274,0.273,0.08454915
275,0.274,0.086698158
276,0.275,0.088873953
277,0.276,0.091072155
278,0.277,0.093288337
279,0.278,0.095518035
280,0.279,0.097756758
281,0.28,0.1
282,0.281,0.102243242
283,0.282,0.104481965
284,0.283,0.106711663
285,0.284,0.108927845
286,0.285,0.111126047
287,0.286,0.113301842
288,0.287,0.11545085
289,0.288,0.117568741
290,0.289,0.119651252
291,0.29,0.121694187
292,0.291,0.123693433
293,0.292,0.125644964
294,0.293,0.127544849
295,0.294,0.129389263
296,0.295,0.13117449
297,0.296,0.132896936
298,0.297,0.134553132
299,0.298,0.136139743
300,0.299,0.137653573
301,0.3,0.139091574
302,0.301,0.14045085
303,0.302,0.141728663
304,0.303,0.14292244
305,0.304,0.144029777
306,0.305,0.145048443
307,0.306,0.145976389
308,0.307,0.146811744
309,0.308,0.147552826
310,0.309,0.148198143
311,0.31,0.148746396
312,0.311,0.149196479
313,0.312,0.149547488
314,0.313,0.149798715
315,0.314,0.149949653
316,0.315,0.15
317,0.316,0.149949653
318,0.317,0.149798715
319,0.318,0.149547488
320,0.319,0.149196479
321,0.32,0.148746396
322,0.321,0.148198143
323,0.322,0.147552826
324,0.323,0.146811744
325,0.324,0.145976389
326,0.325,0.145048443
327,0.326,0.144029777
328,0.327,0.14292244
329,0.328,0.141728663
330,0.329,0.14045085
331,0.33,0.139091574
332,0.331,0.137653573
333,0.332,0.136139743
334,0.333,0.134553132
335,0.334,0.132896936
336,0.335,0.13117449
337,0.336,0.129389263
338,0.337,0.127544849
339,0.338,0.125644964
340,0.339,0.123693433
341,0.34,0.121694187
342,0.341,0.119651252
343,0.342,0.117568741
344,0.343,0.11545085
345,0.344,0.113301842
346,0.345,0.111126047
347,0.346,0.108927845
348,0.347,0.106711663
349,0.348,0.104481965
350,0.349,0.102243242
351,0.35,0.1
352,0.351,0.097756758
353,0.352,0.095518035
354,0.353,0.093288337
355,0.354,0.091072155
356,0.355,0.088873953
357,0.356,0.086698158
