1,0,0.1
2,0.001,0.102243242
3,0.002,0.104481965
4,0.003,0.106711663
5,0.004,0.108927845
6,0.005,0.111126047
7,0.006,0.113301842
8,0.007,0.11545085
9,0.008,0.117568741
10,0.009,0.119651252
11,0.01,0.121694187
12,0.011,0.123693433
13,0.012,0.125644964
14,0.013,0.127544849
15,0.014,0.129389263
16,0.015,0.13117449
17,0.016,0.132896936
18,0.017,0.134553132
19,0.018,0.136139743
20,0.019,0.137653573
21,0.02,0.139091574
22,0.021,0.14045085
23,0.022,0.141728663
24,0.023,0.14292244
25,0.024,0.144029777
26,0.025,0.145048443
27,0.026,0.145976389
28,0.027,0.146811744
29,0.028,0.147552826
30,0.029,0.148198143
31,0.03,0.148746396
32,0.031,0.149196479
33,0.032,0.149547488
34,0.033,0.149798715
35,0.034,0.149949653
36,0.035,0.15
37,0.036,0.149949653
38,0.037,0.149798715
39,0.038,0.149547488
40,0.039,0.149196479
41,0.04,0.148746396
42,0.041,0.148198143
43,0.042,0.147552826
44,0.043,0.146811744
45,0.044,0.145976389
46,0.045,0.145048443
47,0.046,0.144029777
48,0.047,0.14292244
49,0.048,0.141728663
50,0.049,0.14045085
51,0.05,0.139091574
52,0.051,0.137653573
53,0.052,0.136139743
54,0.053,0.134553132
55,0.054,0.132896936
56,0.055,0.13117449
57,0.056,0.129389263
58,0.057,0.127544849
59,0.058,0.125644964
60,0.059,0.123693433
61,0.06,0.121694187
62,0.061,0.119651252
63,0.062,0.117568741
64,0.063,0.11545085
65,0.064,0.113301842
66,0.065,0.111126047
67,0.066,0.108927845
68,0.067,0.106711663
69,0.068,0.104481965
70,0.069,0.102243242
71,0.07,0.1
72,0.071,0.097756758
73,0.072,0.095518035
74,0.073,0.093288337
75,0.074,0.091072155
76,0.075,0.088873953
77,0.076,0.086698158
78,0.077,0.08454915
79,0.078,0.082431259
80,0.079,0.080348748
81,0.08,0.078305813
82,0.081,0.076306567
83,0.082,0.074355036
84,0.083,0.072455151
85,0.084,0.070610737
86,0.085,0.06882551
87,0.086,0.067103064
88,0.087,0.065446868
89,0.088,0.063860257
90,0.089,0.062346427
91,0.09,0.060908426
92,0.091,0.05954915
93,0.092,0.058271337
94,0.093,0.05707756
95,0.094,0.055970223
96,0.095,0.054951557
97,0.096,0.054023611
98,0.097,0.053188256
99,0.098,0.052447174
100,0.099,0.051801857
101,0.1,0.051253604
102,0.101,0.050803521
103,0.102,0.050452512
104,0.103,0.050201285
105,0.104,0.050050347
106,0.105,0.05
107,0.106,0.050050347
108,0.107,0.050201285
109,0.108,0.050452512
110,0.109,0.050803521
111,0.11,0.051253604
112,0.111,0.051801857
113,0.112,0.052447174
114,0.113,0.053188256
115,0.114,0.054023611
116,0.115,0.054951557
117,0.116,0.055970223
118,0.117,0.05707756
119,0.118,0.058271337
120,0.119,0.05954915
121,0.12,0.060908426
122,0.121,0.062346427
123,0.122,0.063860257
124,0.123,0.065446868
125,0.124,0.067103064
126,0.125,0.06882551
127,0.126,0.070610737
128,0.127,0.072455151
129,0.128,0.074355036
130,0.129,0.076306567
131,0.13,0.078305813
132,0.131,0.080348748
133,0.132,0.082431259
134,0.133,0.08454915
135,0.134,0.086698158
136,0.135,0.088873953
137,0.136,0.091072155
138,0.137,0.093288337
139,0.138,0.095518035
140,0.139,0.097756758
141,0.14,0.1
142,0.141,0.102243242
143,0.142,0.104481965
144,0.143,0.106711663
145,0.144,0.108927845
146,0.145,0.111126047
147,0.146,0.113301842
148,0.147,0.11545085
149,0.148,0.117568741
150,0.149,0.119651252
151,0.15,0.121694187
152,0.151,0.123693433
153,0.152,0.125644964
154,0.153,0.127544849
155,0.154,0.129389263
156,0.155,0.13117449
157,0.156,0.132896936
158,0.157,0.134553132
159,0.158,0.136139743
160,0.159,0.137653573
161,0.16,0.139091574
162,0.161,0.14045085
163,0.162,0.141728663
164,0.163,0.14292244
165,0.164,0.144029777
166,0.165,0.145048443
167,0.166,0.145976389
168,0.167,0.146811744
169,0.168,0.147552826
170,0.169,0.148198143
171,0.17,0.148746396
172,0.171,0.149196479
173,0.172,0.149547488
174,0.173,0.149798715
175,0.174,0.149949653
176,0.175,0.15
177,0.176,0.149949653
178,0.177,0.149798715
179,0.178,0.149547488
180,0.179,0.149196479
181,0.18,0.148746396
182,0.181,0.148198143
183,0.182,0.147552826
184,0.183,0.146811744
185,0.184,0.145976389
186,0.185,0.145048443
187,0.186,0.144029777
188,0.187,0.14292244
189,0.188,0.141728663
190,0.189,0.14045085
191,0.19,0.139091574
192,0.191,0.137653573
193,0.192,0.136139743
194,0.193,0.134553132
195,0.194,0.132896936
196,0.195,0.13117449
197,0.196,0.129389263
198,0.197,0.127544849
199,0.198,0.125644964
200,0.199,0.123693433
201,0.2,0.121694187
202,0.201,0.119651252
203,0.202,0.117568741
204,0.203,0.11545085
205,0.204,0.113301842
206,0.205,0.111126047
207,0.206,0.108927845
208,0.207,0.106711663
209,0.208,0.104481965
210,0.209,0.102243242
211,0.21,0.1
212,0.211,0.097756758
213,0.212,0.095518035
214,0.213,0.093288337
215,0.214,0.091072155
216,0.215,0.088873953
217,0.216,0.086698158
218,0.217,0.08454915
219,0.218,0.082431259
220,0.219,0.080348748
221,0.22,0.078305813
222,0.221,0.076306567
223,0.222,0.074355036
224,0.223,0.072455151
225,0.224,0.070610737
226,0.225,0.06882551
227,0.226,0.067103064
228,0.227,0.065446868
229,0.228,0.063860257
230,0.229,0.062346427
231,0.23,0.060908426
232,0.231,0.05954915
233,0.232,0.058271337
234,0.233,0.05707756
235,0.234,0.055970223
236,0.235,0.054951557
237,0.236,0.054023611
238,0.237,0.053188256
